Some weights of the model checkpoint at allenai/longformer-base-4096 were not used when initializing LongformerModel: ['lm_head.dense.bias', 'lm_head.bias', 'lm_head.layer_norm.bias', 'lm_head.decoder.weight', 'lm_head.layer_norm.weight', 'lm_head.dense.weight']
- This IS expected if you are initializing LongformerModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing LongformerModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at emilyalsentzer/Bio_ClinicalBERT were not used when initializing BertModel: ['cls.predictions.bias', 'cls.seq_relationship.weight', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
ehr loaded
cxr loaded
==> training
running for fusion_type fused_ehr
0
starting val epoch 0
val [0000 / 0050] validation loss: 	4.22809
checkpoint
starting train epoch 0
 epoch [0000 / 0050] [0009/4485] eta: 9 Days 17:55:28       lr: 	1.0000E-06 loss: 	4.09561 loss align 0.0000
 epoch [0000 / 0050] [1709/4485] eta: 0 Days 7:58:9         lr: 	1.0000E-06 loss: 	1.59220 loss align 0.0000
 epoch [0000 / 0050] [1809/4485] eta: 0 Days 7:53:40        lr: 	1.0000E-06 loss: 	1.57304 loss align 0.0000
 epoch [0000 / 0050] [1909/4485] eta: 0 Days 7:49:40        lr: 	1.0000E-06 loss: 	1.55850 loss align 0.0000
 epoch [0000 / 0050] [2009/4485] eta: 0 Days 7:46:4         lr: 	1.0000E-06 loss: 	1.55407 loss align 0.0000
 epoch [0000 / 0050] [2109/4485] eta: 0 Days 7:42:46        lr: 	1.0000E-06 loss: 	1.56450 loss align 0.0000
 epoch [0000 / 0050] [2209/4485] eta: 0 Days 7:39:44        lr: 	1.0000E-06 loss: 	1.55043 loss align 0.0000
 epoch [0000 / 0050] [2309/4485] eta: 0 Days 7:36:47        lr: 	1.0000E-06 loss: 	1.53366 loss align 0.0000
 epoch [0000 / 0050] [2409/4485] eta: 0 Days 7:33:58        lr: 	1.0000E-06 loss: 	1.54732 loss align 0.0000
 epoch [0000 / 0050] [2509/4485] eta: 0 Days 7:31:22        lr: 	1.0000E-06 loss: 	1.53694 loss align 0.0000
 epoch [0000 / 0050] [2609/4485] eta: 0 Days 7:29:1         lr: 	1.0000E-06 loss: 	1.53546 loss align 0.0000
 epoch [0000 / 0050] [2709/4485] eta: 0 Days 7:26:46        lr: 	1.0000E-06 loss: 	1.53890 loss align 0.0000
 epoch [0000 / 0050] [2809/4485] eta: 0 Days 7:24:42        lr: 	1.0000E-06 loss: 	1.51790 loss align 0.0000
 epoch [0000 / 0050] [2909/4485] eta: 0 Days 7:22:44        lr: 	1.0000E-06 loss: 	1.53203 loss align 0.0000
 epoch [0000 / 0050] [3009/4485] eta: 0 Days 7:20:54        lr: 	1.0000E-06 loss: 	1.52472 loss align 0.0000
 epoch [0000 / 0050] [3109/4485] eta: 0 Days 7:19:15        lr: 	1.0000E-06 loss: 	1.52167 loss align 0.0000
 epoch [0000 / 0050] [3209/4485] eta: 0 Days 7:17:37        lr: 	1.0000E-06 loss: 	1.51887 loss align 0.0000
 epoch [0000 / 0050] [3309/4485] eta: 0 Days 7:16:3         lr: 	1.0000E-06 loss: 	1.50177 loss align 0.0000
 epoch [0000 / 0050] [3409/4485] eta: 0 Days 7:14:32        lr: 	1.0000E-06 loss: 	1.49399 loss align 0.0000
 epoch [0000 / 0050] [3509/4485] eta: 0 Days 7:13:8         lr: 	1.0000E-06 loss: 	1.49181 loss align 0.0000
 epoch [0000 / 0050] [3609/4485] eta: 0 Days 7:11:48        lr: 	1.0000E-06 loss: 	1.49051 loss align 0.0000
 epoch [0000 / 0050] [3709/4485] eta: 0 Days 7:10:21        lr: 	1.0000E-06 loss: 	1.49261 loss align 0.0000
 epoch [0000 / 0050] [3809/4485] eta: 0 Days 7:8:58         lr: 	1.0000E-06 loss: 	1.49322 loss align 0.0000
 epoch [0000 / 0050] [3909/4485] eta: 0 Days 7:7:38         lr: 	1.0000E-06 loss: 	1.48745 loss align 0.0000
 epoch [0000 / 0050] [4009/4485] eta: 0 Days 7:6:22         lr: 	1.0000E-06 loss: 	1.48820 loss align 0.0000
 epoch [0000 / 0050] [4109/4485] eta: 0 Days 7:5:12         lr: 	1.0000E-06 loss: 	1.47727 loss align 0.0000
 epoch [0000 / 0050] [4209/4485] eta: 0 Days 7:4:2          lr: 	1.0000E-06 loss: 	1.47293 loss align 0.0000
 epoch [0000 / 0050] [4309/4485] eta: 0 Days 7:2:54         lr: 	1.0000E-06 loss: 	1.47135 loss align 0.0000
 epoch [0000 / 0050] [4409/4485] eta: 0 Days 7:1:53         lr: 	1.0000E-06 loss: 	1.46615 loss align 0.0000
1
starting val epoch 1
val [0001 / 0050] validation loss: 	1.51662
checkpoint
starting train epoch 1
 epoch [0001 / 0050] [0009/4485] eta: 0 Days 7:21:44        lr: 	1.0000E-06 loss: 	0.88764 loss align 0.0000
 epoch [0001 / 0050] [0109/4485] eta: 0 Days 7:20:26        lr: 	1.0000E-06 loss: 	1.34863 loss align 0.0000
 epoch [0001 / 0050] [0209/4485] eta: 0 Days 7:19:14        lr: 	1.0000E-06 loss: 	1.32765 loss align 0.0000
 epoch [0001 / 0050] [0309/4485] eta: 0 Days 7:18:5         lr: 	1.0000E-06 loss: 	1.28022 loss align 0.0000
 epoch [0001 / 0050] [0409/4485] eta: 0 Days 7:16:59        lr: 	1.0000E-06 loss: 	1.35281 loss align 0.0000
 epoch [0001 / 0050] [0509/4485] eta: 0 Days 7:15:55        lr: 	1.0000E-06 loss: 	1.35120 loss align 0.0000
 epoch [0001 / 0050] [0609/4485] eta: 0 Days 7:14:53        lr: 	1.0000E-06 loss: 	1.37167 loss align 0.0000
 epoch [0001 / 0050] [0709/4485] eta: 0 Days 7:13:54        lr: 	1.0000E-06 loss: 	1.34320 loss align 0.0000
 epoch [0001 / 0050] [0809/4485] eta: 0 Days 7:12:56        lr: 	1.0000E-06 loss: 	1.36141 loss align 0.0000
 epoch [0001 / 0050] [0909/4485] eta: 0 Days 7:11:59        lr: 	1.0000E-06 loss: 	1.39895 loss align 0.0000
 epoch [0001 / 0050] [1009/4485] eta: 0 Days 7:11:4         lr: 	1.0000E-06 loss: 	1.38257 loss align 0.0000
 epoch [0001 / 0050] [1109/4485] eta: 0 Days 7:10:12        lr: 	1.0000E-06 loss: 	1.40878 loss align 0.0000
 epoch [0001 / 0050] [1209/4485] eta: 0 Days 7:9:21         lr: 	1.0000E-06 loss: 	1.37990 loss align 0.0000
 epoch [0001 / 0050] [1309/4485] eta: 0 Days 7:8:31         lr: 	1.0000E-06 loss: 	1.37438 loss align 0.0000
 epoch [0001 / 0050] [1409/4485] eta: 0 Days 7:7:42         lr: 	1.0000E-06 loss: 	1.39224 loss align 0.0000
 epoch [0001 / 0050] [1509/4485] eta: 0 Days 7:6:55         lr: 	1.0000E-06 loss: 	1.38488 loss align 0.0000
 epoch [0001 / 0050] [1609/4485] eta: 0 Days 7:6:9          lr: 	1.0000E-06 loss: 	1.37643 loss align 0.0000
 epoch [0001 / 0050] [1709/4485] eta: 0 Days 7:5:24         lr: 	1.0000E-06 loss: 	1.37401 loss align 0.0000
 epoch [0001 / 0050] [1809/4485] eta: 0 Days 7:4:42         lr: 	1.0000E-06 loss: 	1.39003 loss align 0.0000
 epoch [0001 / 0050] [1909/4485] eta: 0 Days 7:4:0          lr: 	1.0000E-06 loss: 	1.37933 loss align 0.0000
 epoch [0001 / 0050] [2009/4485] eta: 0 Days 7:3:17         lr: 	1.0000E-06 loss: 	1.37761 loss align 0.0000
 epoch [0001 / 0050] [2109/4485] eta: 0 Days 7:2:37         lr: 	1.0000E-06 loss: 	1.38350 loss align 0.0000
 epoch [0001 / 0050] [2209/4485] eta: 0 Days 7:1:57         lr: 	1.0000E-06 loss: 	1.38173 loss align 0.0000
 epoch [0001 / 0050] [2309/4485] eta: 0 Days 7:1:19         lr: 	1.0000E-06 loss: 	1.36825 loss align 0.0000
 epoch [0001 / 0050] [2409/4485] eta: 0 Days 7:0:41         lr: 	1.0000E-06 loss: 	1.36097 loss align 0.0000
 epoch [0001 / 0050] [2509/4485] eta: 0 Days 7:0:4          lr: 	1.0000E-06 loss: 	1.35569 loss align 0.0000
 epoch [0001 / 0050] [2609/4485] eta: 0 Days 6:59:27        lr: 	1.0000E-06 loss: 	1.34838 loss align 0.0000
 epoch [0001 / 0050] [2709/4485] eta: 0 Days 6:58:50        lr: 	1.0000E-06 loss: 	1.36246 loss align 0.0000
 epoch [0001 / 0050] [2809/4485] eta: 0 Days 6:58:9         lr: 	1.0000E-06 loss: 	1.35834 loss align 0.0000
 epoch [0001 / 0050] [2909/4485] eta: 0 Days 6:57:30        lr: 	1.0000E-06 loss: 	1.35551 loss align 0.0000
 epoch [0001 / 0050] [3009/4485] eta: 0 Days 6:56:51        lr: 	1.0000E-06 loss: 	1.35823 loss align 0.0000
 epoch [0001 / 0050] [3109/4485] eta: 0 Days 6:56:12        lr: 	1.0000E-06 loss: 	1.35735 loss align 0.0000
 epoch [0001 / 0050] [3209/4485] eta: 0 Days 6:55:34        lr: 	1.0000E-06 loss: 	1.35954 loss align 0.0000
 epoch [0001 / 0050] [3309/4485] eta: 0 Days 6:54:57        lr: 	1.0000E-06 loss: 	1.37586 loss align 0.0000
 epoch [0001 / 0050] [3409/4485] eta: 0 Days 6:54:20        lr: 	1.0000E-06 loss: 	1.36909 loss align 0.0000
 epoch [0001 / 0050] [3509/4485] eta: 0 Days 6:53:44        lr: 	1.0000E-06 loss: 	1.37306 loss align 0.0000
 epoch [0001 / 0050] [3609/4485] eta: 0 Days 6:53:9         lr: 	1.0000E-06 loss: 	1.37683 loss align 0.0000
 epoch [0001 / 0050] [3709/4485] eta: 0 Days 6:52:34        lr: 	1.0000E-06 loss: 	1.37510 loss align 0.0000
 epoch [0001 / 0050] [3809/4485] eta: 0 Days 6:52:0         lr: 	1.0000E-06 loss: 	1.37663 loss align 0.0000
 epoch [0001 / 0050] [3909/4485] eta: 0 Days 6:51:27        lr: 	1.0000E-06 loss: 	1.37805 loss align 0.0000
 epoch [0001 / 0050] [4009/4485] eta: 0 Days 6:50:55        lr: 	1.0000E-06 loss: 	1.37671 loss align 0.0000
 epoch [0001 / 0050] [4109/4485] eta: 0 Days 6:50:23        lr: 	1.0000E-06 loss: 	1.38069 loss align 0.0000
 epoch [0001 / 0050] [4209/4485] eta: 0 Days 6:49:51        lr: 	1.0000E-06 loss: 	1.37899 loss align 0.0000
 epoch [0001 / 0050] [4309/4485] eta: 0 Days 6:49:19        lr: 	1.0000E-06 loss: 	1.38115 loss align 0.0000
 epoch [0001 / 0050] [4409/4485] eta: 0 Days 6:48:49        lr: 	1.0000E-06 loss: 	1.38379 loss align 0.0000
2
starting val epoch 2
val [0002 / 0050] validation loss: 	1.61191
checkpoint
starting train epoch 2
 epoch [0002 / 0050] [0009/4485] eta: 0 Days 6:58:39        lr: 	1.0000E-06 loss: 	0.63301 loss align 0.0000
 epoch [0002 / 0050] [0109/4485] eta: 0 Days 6:58:6         lr: 	1.0000E-06 loss: 	1.26254 loss align 0.0000
 epoch [0002 / 0050] [0209/4485] eta: 0 Days 6:57:35        lr: 	1.0000E-06 loss: 	1.12152 loss align 0.0000
 epoch [0002 / 0050] [0309/4485] eta: 0 Days 6:57:4         lr: 	1.0000E-06 loss: 	1.20985 loss align 0.0000
 epoch [0002 / 0050] [0409/4485] eta: 0 Days 6:56:33        lr: 	1.0000E-06 loss: 	1.22875 loss align 0.0000
 epoch [0002 / 0050] [0509/4485] eta: 0 Days 6:56:2         lr: 	1.0000E-06 loss: 	1.25822 loss align 0.0000
 epoch [0002 / 0050] [0609/4485] eta: 0 Days 6:55:33        lr: 	1.0000E-06 loss: 	1.24976 loss align 0.0000
 epoch [0002 / 0050] [0709/4485] eta: 0 Days 6:55:3         lr: 	1.0000E-06 loss: 	1.24380 loss align 0.0000
 epoch [0002 / 0050] [0809/4485] eta: 0 Days 6:54:34        lr: 	1.0000E-06 loss: 	1.21875 loss align 0.0000
 epoch [0002 / 0050] [0909/4485] eta: 0 Days 6:54:6         lr: 	1.0000E-06 loss: 	1.29003 loss align 0.0000
 epoch [0002 / 0050] [1009/4485] eta: 0 Days 6:53:38        lr: 	1.0000E-06 loss: 	1.29724 loss align 0.0000
 epoch [0002 / 0050] [1109/4485] eta: 0 Days 6:53:10        lr: 	1.0000E-06 loss: 	1.28815 loss align 0.0000
 epoch [0002 / 0050] [1209/4485] eta: 0 Days 6:52:43        lr: 	1.0000E-06 loss: 	1.27551 loss align 0.0000
 epoch [0002 / 0050] [1309/4485] eta: 0 Days 6:52:15        lr: 	1.0000E-06 loss: 	1.25537 loss align 0.0000
 epoch [0002 / 0050] [1409/4485] eta: 0 Days 6:51:48        lr: 	1.0000E-06 loss: 	1.28420 loss align 0.0000
 epoch [0002 / 0050] [1509/4485] eta: 0 Days 6:51:21        lr: 	1.0000E-06 loss: 	1.30673 loss align 0.0000
 epoch [0002 / 0050] [1609/4485] eta: 0 Days 6:50:55        lr: 	1.0000E-06 loss: 	1.28857 loss align 0.0000
 epoch [0002 / 0050] [1709/4485] eta: 0 Days 6:50:29        lr: 	1.0000E-06 loss: 	1.27525 loss align 0.0000
 epoch [0002 / 0050] [1809/4485] eta: 0 Days 6:50:3         lr: 	1.0000E-06 loss: 	1.30401 loss align 0.0000
 epoch [0002 / 0050] [1909/4485] eta: 0 Days 6:49:38        lr: 	1.0000E-06 loss: 	1.30863 loss align 0.0000
 epoch [0002 / 0050] [2009/4485] eta: 0 Days 6:49:13        lr: 	1.0000E-06 loss: 	1.29496 loss align 0.0000
 epoch [0002 / 0050] [2109/4485] eta: 0 Days 6:48:48        lr: 	1.0000E-06 loss: 	1.31157 loss align 0.0000
 epoch [0002 / 0050] [2209/4485] eta: 0 Days 6:48:20        lr: 	1.0000E-06 loss: 	1.30956 loss align 0.0000
 epoch [0002 / 0050] [2309/4485] eta: 0 Days 6:47:51        lr: 	1.0000E-06 loss: 	1.31718 loss align 0.0000
 epoch [0002 / 0050] [2409/4485] eta: 0 Days 6:47:23        lr: 	1.0000E-06 loss: 	1.32381 loss align 0.0000
 epoch [0002 / 0050] [2509/4485] eta: 0 Days 6:46:55        lr: 	1.0000E-06 loss: 	1.31137 loss align 0.0000
 epoch [0002 / 0050] [2609/4485] eta: 0 Days 6:46:28        lr: 	1.0000E-06 loss: 	1.31602 loss align 0.0000
 epoch [0002 / 0050] [2709/4485] eta: 0 Days 6:46:1         lr: 	1.0000E-06 loss: 	1.31360 loss align 0.0000
 epoch [0002 / 0050] [2809/4485] eta: 0 Days 6:45:34        lr: 	1.0000E-06 loss: 	1.30490 loss align 0.0000
 epoch [0002 / 0050] [2909/4485] eta: 0 Days 6:45:7         lr: 	1.0000E-06 loss: 	1.32518 loss align 0.0000
 epoch [0002 / 0050] [3009/4485] eta: 0 Days 6:44:40        lr: 	1.0000E-06 loss: 	1.32580 loss align 0.0000
 epoch [0002 / 0050] [3109/4485] eta: 0 Days 6:44:15        lr: 	1.0000E-06 loss: 	1.33142 loss align 0.0000
 epoch [0002 / 0050] [3209/4485] eta: 0 Days 6:43:49        lr: 	1.0000E-06 loss: 	1.32924 loss align 0.0000
 epoch [0002 / 0050] [3309/4485] eta: 0 Days 6:43:24        lr: 	1.0000E-06 loss: 	1.33637 loss align 0.0000
 epoch [0002 / 0050] [3409/4485] eta: 0 Days 6:42:59        lr: 	1.0000E-06 loss: 	1.33953 loss align 0.0000
 epoch [0002 / 0050] [3509/4485] eta: 0 Days 6:42:34        lr: 	1.0000E-06 loss: 	1.34076 loss align 0.0000
 epoch [0002 / 0050] [3609/4485] eta: 0 Days 6:42:9         lr: 	1.0000E-06 loss: 	1.33588 loss align 0.0000
 epoch [0002 / 0050] [3709/4485] eta: 0 Days 6:41:45        lr: 	1.0000E-06 loss: 	1.33370 loss align 0.0000
 epoch [0002 / 0050] [3809/4485] eta: 0 Days 6:41:21        lr: 	1.0000E-06 loss: 	1.33486 loss align 0.0000
 epoch [0002 / 0050] [3909/4485] eta: 0 Days 6:40:57        lr: 	1.0000E-06 loss: 	1.33007 loss align 0.0000
 epoch [0002 / 0050] [4009/4485] eta: 0 Days 6:40:32        lr: 	1.0000E-06 loss: 	1.33182 loss align 0.0000
 epoch [0002 / 0050] [4109/4485] eta: 0 Days 6:40:9         lr: 	1.0000E-06 loss: 	1.32864 loss align 0.0000
 epoch [0002 / 0050] [4209/4485] eta: 0 Days 6:39:45        lr: 	1.0000E-06 loss: 	1.32840 loss align 0.0000
 epoch [0002 / 0050] [4309/4485] eta: 0 Days 6:39:22        lr: 	1.0000E-06 loss: 	1.32761 loss align 0.0000
 epoch [0002 / 0050] [4409/4485] eta: 0 Days 6:38:59        lr: 	1.0000E-06 loss: 	1.32321 loss align 0.0000
3
starting val epoch 3
val [0003 / 0050] validation loss: 	1.47578
starting train epoch 3
 epoch [0003 / 0050] [0009/4485] eta: 0 Days 6:44:44        lr: 	1.0000E-06 loss: 	1.79912 loss align 0.0000
 epoch [0003 / 0050] [0109/4485] eta: 0 Days 6:44:19        lr: 	1.0000E-06 loss: 	1.27079 loss align 0.0000
 epoch [0003 / 0050] [0209/4485] eta: 0 Days 6:43:54        lr: 	1.0000E-06 loss: 	1.17175 loss align 0.0000
 epoch [0003 / 0050] [0309/4485] eta: 0 Days 6:43:31        lr: 	1.0000E-06 loss: 	1.15097 loss align 0.0000
 epoch [0003 / 0050] [0409/4485] eta: 0 Days 6:43:7         lr: 	1.0000E-06 loss: 	1.24963 loss align 0.0000
 epoch [0003 / 0050] [0509/4485] eta: 0 Days 6:42:44        lr: 	1.0000E-06 loss: 	1.22989 loss align 0.0000
 epoch [0003 / 0050] [0609/4485] eta: 0 Days 6:42:21        lr: 	1.0000E-06 loss: 	1.24120 loss align 0.0000
 epoch [0003 / 0050] [0709/4485] eta: 0 Days 6:41:59        lr: 	1.0000E-06 loss: 	1.21733 loss align 0.0000
 epoch [0003 / 0050] [0809/4485] eta: 0 Days 6:41:36        lr: 	1.0000E-06 loss: 	1.27492 loss align 0.0000
 epoch [0003 / 0050] [0909/4485] eta: 0 Days 6:41:14        lr: 	1.0000E-06 loss: 	1.27467 loss align 0.0000
 epoch [0003 / 0050] [1009/4485] eta: 0 Days 6:40:52        lr: 	1.0000E-06 loss: 	1.24545 loss align 0.0000
 epoch [0003 / 0050] [1109/4485] eta: 0 Days 6:40:30        lr: 	1.0000E-06 loss: 	1.27256 loss align 0.0000
 epoch [0003 / 0050] [1209/4485] eta: 0 Days 6:40:8         lr: 	1.0000E-06 loss: 	1.30385 loss align 0.0000
 epoch [0003 / 0050] [1309/4485] eta: 0 Days 6:39:47        lr: 	1.0000E-06 loss: 	1.31723 loss align 0.0000
 epoch [0003 / 0050] [1409/4485] eta: 0 Days 6:39:26        lr: 	1.0000E-06 loss: 	1.32241 loss align 0.0000
 epoch [0003 / 0050] [1509/4485] eta: 0 Days 6:39:4         lr: 	1.0000E-06 loss: 	1.31291 loss align 0.0000
 epoch [0003 / 0050] [1609/4485] eta: 0 Days 6:38:43        lr: 	1.0000E-06 loss: 	1.32574 loss align 0.0000
 epoch [0003 / 0050] [1709/4485] eta: 0 Days 6:38:22        lr: 	1.0000E-06 loss: 	1.35544 loss align 0.0000
 epoch [0003 / 0050] [1809/4485] eta: 0 Days 6:38:1         lr: 	1.0000E-06 loss: 	1.34913 loss align 0.0000
 epoch [0003 / 0050] [1909/4485] eta: 0 Days 6:37:40        lr: 	1.0000E-06 loss: 	1.33554 loss align 0.0000
 epoch [0003 / 0050] [2009/4485] eta: 0 Days 6:37:20        lr: 	1.0000E-06 loss: 	1.32279 loss align 0.0000
 epoch [0003 / 0050] [2109/4485] eta: 0 Days 6:37:0         lr: 	1.0000E-06 loss: 	1.31862 loss align 0.0000
 epoch [0003 / 0050] [2209/4485] eta: 0 Days 6:36:39        lr: 	1.0000E-06 loss: 	1.33317 loss align 0.0000
 epoch [0003 / 0050] [2309/4485] eta: 0 Days 6:36:19        lr: 	1.0000E-06 loss: 	1.34293 loss align 0.0000
 epoch [0003 / 0050] [2409/4485] eta: 0 Days 6:36:0         lr: 	1.0000E-06 loss: 	1.34680 loss align 0.0000
 epoch [0003 / 0050] [2509/4485] eta: 0 Days 6:35:40        lr: 	1.0000E-06 loss: 	1.34905 loss align 0.0000
 epoch [0003 / 0050] [2609/4485] eta: 0 Days 6:35:20        lr: 	1.0000E-06 loss: 	1.34354 loss align 0.0000
 epoch [0003 / 0050] [2709/4485] eta: 0 Days 6:35:0         lr: 	1.0000E-06 loss: 	1.33828 loss align 0.0000
 epoch [0003 / 0050] [2809/4485] eta: 0 Days 6:34:40        lr: 	1.0000E-06 loss: 	1.32071 loss align 0.0000
 epoch [0003 / 0050] [2909/4485] eta: 0 Days 6:34:21        lr: 	1.0000E-06 loss: 	1.32638 loss align 0.0000
 epoch [0003 / 0050] [3009/4485] eta: 0 Days 6:34:2         lr: 	1.0000E-06 loss: 	1.31471 loss align 0.0000
 epoch [0003 / 0050] [3109/4485] eta: 0 Days 6:33:43        lr: 	1.0000E-06 loss: 	1.31714 loss align 0.0000
 epoch [0003 / 0050] [3209/4485] eta: 0 Days 6:33:24        lr: 	1.0000E-06 loss: 	1.31809 loss align 0.0000
 epoch [0003 / 0050] [3309/4485] eta: 0 Days 6:33:5         lr: 	1.0000E-06 loss: 	1.31920 loss align 0.0000
 epoch [0003 / 0050] [3409/4485] eta: 0 Days 6:32:46        lr: 	1.0000E-06 loss: 	1.32042 loss align 0.0000
 epoch [0003 / 0050] [3509/4485] eta: 0 Days 6:32:27        lr: 	1.0000E-06 loss: 	1.32234 loss align 0.0000
 epoch [0003 / 0050] [3609/4485] eta: 0 Days 6:32:8         lr: 	1.0000E-06 loss: 	1.32258 loss align 0.0000
 epoch [0003 / 0050] [3709/4485] eta: 0 Days 6:31:46        lr: 	1.0000E-06 loss: 	1.31742 loss align 0.0000
 epoch [0003 / 0050] [3809/4485] eta: 0 Days 6:31:25        lr: 	1.0000E-06 loss: 	1.31891 loss align 0.0000
 epoch [0003 / 0050] [3909/4485] eta: 0 Days 6:31:4         lr: 	1.0000E-06 loss: 	1.31588 loss align 0.0000
 epoch [0003 / 0050] [4009/4485] eta: 0 Days 6:30:43        lr: 	1.0000E-06 loss: 	1.30878 loss align 0.0000
 epoch [0003 / 0050] [4109/4485] eta: 0 Days 6:30:22        lr: 	1.0000E-06 loss: 	1.31006 loss align 0.0000
 epoch [0003 / 0050] [4209/4485] eta: 0 Days 6:30:1         lr: 	1.0000E-06 loss: 	1.31029 loss align 0.0000
 epoch [0003 / 0050] [4309/4485] eta: 0 Days 6:29:41        lr: 	1.0000E-06 loss: 	1.30619 loss align 0.0000
 epoch [0003 / 0050] [4409/4485] eta: 0 Days 6:29:21        lr: 	1.0000E-06 loss: 	1.30236 loss align 0.0000
4
starting val epoch 4
val [0004 / 0050] validation loss: 	1.45012
checkpoint
starting train epoch 4
 epoch [0004 / 0050] [0009/4485] eta: 0 Days 6:33:54        lr: 	1.0000E-06 loss: 	0.76512 loss align 0.0000
 epoch [0004 / 0050] [0109/4485] eta: 0 Days 6:33:35        lr: 	1.0000E-06 loss: 	1.24034 loss align 0.0000
 epoch [0004 / 0050] [0209/4485] eta: 0 Days 6:33:14        lr: 	1.0000E-06 loss: 	1.18246 loss align 0.0000
 epoch [0004 / 0050] [0309/4485] eta: 0 Days 6:32:55        lr: 	1.0000E-06 loss: 	1.17046 loss align 0.0000
 epoch [0004 / 0050] [0409/4485] eta: 0 Days 6:32:36        lr: 	1.0000E-06 loss: 	1.13005 loss align 0.0000
