Some weights of the model checkpoint at allenai/longformer-base-4096 were not used when initializing LongformerModel: ['lm_head.layer_norm.bias', 'lm_head.layer_norm.weight', 'lm_head.bias', 'lm_head.dense.weight', 'lm_head.dense.bias', 'lm_head.decoder.weight']
- This IS expected if you are initializing LongformerModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing LongformerModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at emilyalsentzer/Bio_ClinicalBERT were not used when initializing BertModel: ['cls.seq_relationship.weight', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.seq_relationship.bias', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.bias']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
ehr loaded
cxr loaded
rr loaded
==> training
running for fusion_type fused_ehr
0
starting val epoch 0
val [0000 / 0050] validation loss: 	5.46836
checkpoint
starting train epoch 0
 epoch [0000 / 0050] [0009/4278] eta: 15 Days 17:20:37      lr: 	1.0000E-03 loss: 	86.78938 loss align 0.0000
 epoch [0001 / 0050] [1509/4278] eta: 0 Days 16:35:22       lr: 	1.0000E-03 loss: 	3.58363 loss align 0.0000
 epoch [0001 / 0050] [1609/4278] eta: 0 Days 16:34:10       lr: 	1.0000E-03 loss: 	3.55339 loss align 0.0000
 epoch [0001 / 0050] [1709/4278] eta: 0 Days 16:33:4        lr: 	1.0000E-03 loss: 	3.53343 loss align 0.0000
 epoch [0001 / 0050] [1809/4278] eta: 0 Days 16:31:57       lr: 	1.0000E-03 loss: 	3.57373 loss align 0.0000
 epoch [0001 / 0050] [1909/4278] eta: 0 Days 16:30:52       lr: 	1.0000E-03 loss: 	3.55533 loss align 0.0000
 epoch [0001 / 0050] [2009/4278] eta: 0 Days 16:29:47       lr: 	1.0000E-03 loss: 	3.55258 loss align 0.0000
 epoch [0001 / 0050] [2109/4278] eta: 0 Days 16:28:43       lr: 	1.0000E-03 loss: 	3.54065 loss align 0.0000
 epoch [0001 / 0050] [2209/4278] eta: 0 Days 16:27:46       lr: 	1.0000E-03 loss: 	3.56780 loss align 0.0000
 epoch [0001 / 0050] [2309/4278] eta: 0 Days 16:26:43       lr: 	1.0000E-03 loss: 	3.59833 loss align 0.0000
 epoch [0001 / 0050] [2409/4278] eta: 0 Days 16:25:42       lr: 	1.0000E-03 loss: 	3.61082 loss align 0.0000
 epoch [0001 / 0050] [2509/4278] eta: 0 Days 16:24:46       lr: 	1.0000E-03 loss: 	3.62049 loss align 0.0000
 epoch [0001 / 0050] [2609/4278] eta: 0 Days 16:23:45       lr: 	1.0000E-03 loss: 	3.59972 loss align 0.0000
 epoch [0001 / 0050] [2709/4278] eta: 0 Days 16:22:45       lr: 	1.0000E-03 loss: 	3.58969 loss align 0.0000
 epoch [0001 / 0050] [2809/4278] eta: 0 Days 16:21:47       lr: 	1.0000E-03 loss: 	3.57718 loss align 0.0000
 epoch [0001 / 0050] [2909/4278] eta: 0 Days 16:20:50       lr: 	1.0000E-03 loss: 	3.55313 loss align 0.0000
 epoch [0001 / 0050] [3009/4278] eta: 0 Days 16:19:56       lr: 	1.0000E-03 loss: 	3.55449 loss align 0.0000
 epoch [0001 / 0050] [3109/4278] eta: 0 Days 16:19:3        lr: 	1.0000E-03 loss: 	3.58683 loss align 0.0000
 epoch [0001 / 0050] [3209/4278] eta: 0 Days 16:18:9        lr: 	1.0000E-03 loss: 	7.00166 loss align 0.0000
 epoch [0001 / 0050] [3309/4278] eta: 0 Days 16:17:17       lr: 	1.0000E-03 loss: 	6.88868 loss align 0.0000
 epoch [0001 / 0050] [3409/4278] eta: 0 Days 16:16:25       lr: 	1.0000E-03 loss: 	6.78409 loss align 0.0000
 epoch [0001 / 0050] [3509/4278] eta: 0 Days 16:15:34       lr: 	1.0000E-03 loss: 	6.68098 loss align 0.0000
 epoch [0001 / 0050] [3609/4278] eta: 0 Days 16:14:42       lr: 	1.0000E-03 loss: 	6.60289 loss align 0.0000
 epoch [0001 / 0050] [3709/4278] eta: 0 Days 16:13:54       lr: 	1.0000E-03 loss: 	6.51008 loss align 0.0000
 epoch [0001 / 0050] [3809/4278] eta: 0 Days 16:13:6        lr: 	1.0000E-03 loss: 	6.44343 loss align 0.0000
 epoch [0001 / 0050] [3909/4278] eta: 0 Days 16:12:17       lr: 	1.0000E-03 loss: 	6.36130 loss align 0.0000
 epoch [0001 / 0050] [4009/4278] eta: 0 Days 16:11:29       lr: 	1.0000E-03 loss: 	6.29496 loss align 0.0000
 epoch [0001 / 0050] [4109/4278] eta: 0 Days 16:10:41       lr: 	1.0000E-03 loss: 	6.23820 loss align 0.0000
 epoch [0001 / 0050] [4209/4278] eta: 0 Days 16:9:42        lr: 	1.0000E-03 loss: 	30.15817 loss align 0.0000
2
starting val epoch 2
val [0002 / 0050] validation loss: 	2.60734
starting train epoch 2
 epoch [0002 / 0050] [0009/4278] eta: 0 Days 16:28:40       lr: 	1.0000E-03 loss: 	3.77799 loss align 0.0000
 epoch [0002 / 0050] [0109/4278] eta: 0 Days 16:27:28       lr: 	1.0000E-03 loss: 	3.34617 loss align 0.0000
 epoch [0002 / 0050] [0209/4278] eta: 0 Days 16:26:14       lr: 	1.0000E-03 loss: 	3.84774 loss align 0.0000
 epoch [0002 / 0050] [0309/4278] eta: 0 Days 16:25:4        lr: 	1.0000E-03 loss: 	4.00522 loss align 0.0000
 epoch [0002 / 0050] [0409/4278] eta: 0 Days 16:23:58       lr: 	1.0000E-03 loss: 	3.88702 loss align 0.0000
 epoch [0002 / 0050] [0509/4278] eta: 0 Days 16:22:52       lr: 	1.0000E-03 loss: 	4.10494 loss align 0.0000
 epoch [0002 / 0050] [0609/4278] eta: 0 Days 16:21:47       lr: 	1.0000E-03 loss: 	4.04731 loss align 0.0000
 epoch [0002 / 0050] [0709/4278] eta: 0 Days 16:20:41       lr: 	1.0000E-03 loss: 	3.88267 loss align 0.0000
 epoch [0002 / 0050] [0809/4278] eta: 0 Days 16:19:36       lr: 	1.0000E-03 loss: 	3.97488 loss align 0.0000
 epoch [0002 / 0050] [0909/4278] eta: 0 Days 16:18:32       lr: 	1.0000E-03 loss: 	3.86970 loss align 0.0000
 epoch [0002 / 0050] [1009/4278] eta: 0 Days 16:17:29       lr: 	1.0000E-03 loss: 	3.82080 loss align 0.0000
 epoch [0002 / 0050] [1109/4278] eta: 0 Days 16:16:28       lr: 	1.0000E-03 loss: 	3.78598 loss align 0.0000
 epoch [0002 / 0050] [1209/4278] eta: 0 Days 16:15:25       lr: 	1.0000E-03 loss: 	3.68414 loss align 0.0000
 epoch [0002 / 0050] [1309/4278] eta: 0 Days 16:14:24       lr: 	1.0000E-03 loss: 	3.70022 loss align 0.0000
 epoch [0002 / 0050] [1409/4278] eta: 0 Days 16:13:24       lr: 	1.0000E-03 loss: 	3.74020 loss align 0.0000
 epoch [0002 / 0050] [1509/4278] eta: 0 Days 16:12:25       lr: 	1.0000E-03 loss: 	3.72518 loss align 0.0000
 epoch [0002 / 0050] [1609/4278] eta: 0 Days 16:11:28       lr: 	1.0000E-03 loss: 	3.68466 loss align 0.0000
 epoch [0002 / 0050] [1709/4278] eta: 0 Days 16:10:30       lr: 	1.0000E-03 loss: 	7.68701 loss align 0.0000
 epoch [0002 / 0050] [1809/4278] eta: 0 Days 16:9:33        lr: 	1.0000E-03 loss: 	7.44125 loss align 0.0000
 epoch [0002 / 0050] [1909/4278] eta: 0 Days 16:8:37        lr: 	1.0000E-03 loss: 	7.23634 loss align 0.0000
 epoch [0002 / 0050] [2009/4278] eta: 0 Days 16:7:41        lr: 	1.0000E-03 loss: 	7.11751 loss align 0.0000
 epoch [0002 / 0050] [2109/4278] eta: 0 Days 16:6:43        lr: 	1.0000E-03 loss: 	6.93029 loss align 0.0000
 epoch [0002 / 0050] [2209/4278] eta: 0 Days 16:5:47        lr: 	1.0000E-03 loss: 	6.79608 loss align 0.0000
 epoch [0002 / 0050] [2309/4278] eta: 0 Days 16:4:53        lr: 	1.0000E-03 loss: 	6.69180 loss align 0.0000
 epoch [0002 / 0050] [2409/4278] eta: 0 Days 16:4:0         lr: 	1.0000E-03 loss: 	6.56499 loss align 0.0000
 epoch [0002 / 0050] [2509/4278] eta: 0 Days 16:3:7         lr: 	1.0000E-03 loss: 	10.29029 loss align 0.0000
 epoch [0002 / 0050] [2609/4278] eta: 0 Days 16:2:16        lr: 	1.0000E-03 loss: 	10.03600 loss align 0.0000
 epoch [0002 / 0050] [2709/4278] eta: 0 Days 16:1:19        lr: 	1.0000E-03 loss: 	9.84607 loss align 0.0000
 epoch [0002 / 0050] [2809/4278] eta: 0 Days 16:0:24        lr: 	1.0000E-03 loss: 	9.63599 loss align 0.0000
 epoch [0002 / 0050] [2909/4278] eta: 0 Days 15:59:29       lr: 	1.0000E-03 loss: 	9.43401 loss align 0.0000
 epoch [0002 / 0050] [3009/4278] eta: 0 Days 15:58:36       lr: 	1.0000E-03 loss: 	9.24438 loss align 0.0000
 epoch [0002 / 0050] [3109/4278] eta: 0 Days 15:57:42       lr: 	1.0000E-03 loss: 	9.06703 loss align 0.0000
 epoch [0002 / 0050] [3209/4278] eta: 0 Days 15:56:48       lr: 	1.0000E-03 loss: 	8.89268 loss align 0.0000
 epoch [0002 / 0050] [3309/4278] eta: 0 Days 15:55:52       lr: 	1.0000E-03 loss: 	8.74027 loss align 0.0000
 epoch [0002 / 0050] [3409/4278] eta: 0 Days 15:55:0        lr: 	1.0000E-03 loss: 	8.56380 loss align 0.0000
 epoch [0002 / 0050] [3509/4278] eta: 0 Days 15:54:8        lr: 	1.0000E-03 loss: 	8.44880 loss align 0.0000
 epoch [0002 / 0050] [3609/4278] eta: 0 Days 15:53:15       lr: 	1.0000E-03 loss: 	47.66421 loss align 0.0000
 epoch [0002 / 0050] [3709/4278] eta: 0 Days 15:52:22       lr: 	1.0000E-03 loss: 	46.48150 loss align 0.0000
 epoch [0002 / 0050] [3809/4278] eta: 0 Days 15:51:31       lr: 	1.0000E-03 loss: 	45.34254 loss align 0.0000
 epoch [0002 / 0050] [3909/4278] eta: 0 Days 15:50:42       lr: 	1.0000E-03 loss: 	44.25573 loss align 0.0000
 epoch [0002 / 0050] [4009/4278] eta: 0 Days 15:49:52       lr: 	1.0000E-03 loss: 	43.23566 loss align 0.0000
 epoch [0002 / 0050] [4109/4278] eta: 0 Days 15:49:2        lr: 	1.0000E-03 loss: 	42.27346 loss align 0.0000
 epoch [0002 / 0050] [4209/4278] eta: 0 Days 15:48:12       lr: 	1.0000E-03 loss: 	41.35803 loss align 0.0000
3
starting val epoch 3
val [0003 / 0050] validation loss: 	3.23733
starting train epoch 3
 epoch [0003 / 0050] [0009/4278] eta: 0 Days 15:59:13       lr: 	1.0000E-03 loss: 	4.45878 loss align 0.0000
 epoch [0003 / 0050] [0109/4278] eta: 0 Days 15:58:25       lr: 	1.0000E-03 loss: 	4.37248 loss align 0.0000
 epoch [0003 / 0050] [0209/4278] eta: 0 Days 15:57:37       lr: 	1.0000E-03 loss: 	4.06719 loss align 0.0000
 epoch [0003 / 0050] [0309/4278] eta: 0 Days 15:56:52       lr: 	1.0000E-03 loss: 	3.93557 loss align 0.0000
 epoch [0003 / 0050] [0409/4278] eta: 0 Days 15:56:5        lr: 	1.0000E-03 loss: 	4.07843 loss align 0.0000
 epoch [0003 / 0050] [0509/4278] eta: 0 Days 15:55:22       lr: 	1.0000E-03 loss: 	4.12761 loss align 0.0000
 epoch [0003 / 0050] [0609/4278] eta: 0 Days 15:54:39       lr: 	1.0000E-03 loss: 	4.00827 loss align 0.0000
 epoch [0003 / 0050] [0709/4278] eta: 0 Days 15:53:57       lr: 	1.0000E-03 loss: 	4.04906 loss align 0.0000
 epoch [0003 / 0050] [0809/4278] eta: 0 Days 15:53:14       lr: 	1.0000E-03 loss: 	4.03849 loss align 0.0000
 epoch [0003 / 0050] [0909/4278] eta: 0 Days 15:52:31       lr: 	1.0000E-03 loss: 	3.97398 loss align 0.0000
 epoch [0003 / 0050] [1009/4278] eta: 0 Days 15:51:48       lr: 	1.0000E-03 loss: 	4.04265 loss align 0.0000
 epoch [0003 / 0050] [1109/4278] eta: 0 Days 15:51:5        lr: 	1.0000E-03 loss: 	4.03882 loss align 0.0000
 epoch [0003 / 0050] [1209/4278] eta: 0 Days 15:50:23       lr: 	1.0000E-03 loss: 	4.13241 loss align 0.0000
 epoch [0003 / 0050] [1309/4278] eta: 0 Days 15:49:39       lr: 	1.0000E-03 loss: 	4.19330 loss align 0.0000
 epoch [0003 / 0050] [1409/4278] eta: 0 Days 15:48:56       lr: 	1.0000E-03 loss: 	4.30937 loss align 0.0000
 epoch [0003 / 0050] [1509/4278] eta: 0 Days 15:48:12       lr: 	1.0000E-03 loss: 	4.25759 loss align 0.0000
 epoch [0003 / 0050] [1609/4278] eta: 0 Days 15:47:29       lr: 	1.0000E-03 loss: 	4.34986 loss align 0.0000
 epoch [0003 / 0050] [1709/4278] eta: 0 Days 15:46:47       lr: 	1.0000E-03 loss: 	4.34988 loss align 0.0000
 epoch [0003 / 0050] [1809/4278] eta: 0 Days 15:46:4        lr: 	1.0000E-03 loss: 	4.99142 loss align 0.0000
 epoch [0003 / 0050] [1909/4278] eta: 0 Days 15:45:24       lr: 	1.0000E-03 loss: 	4.97774 loss align 0.0000
 epoch [0003 / 0050] [2009/4278] eta: 0 Days 15:44:42       lr: 	1.0000E-03 loss: 	5.02637 loss align 0.0000
 epoch [0003 / 0050] [2109/4278] eta: 0 Days 15:44:0        lr: 	1.0000E-03 loss: 	4.97503 loss align 0.0000
 epoch [0003 / 0050] [2209/4278] eta: 0 Days 15:43:19       lr: 	1.0000E-03 loss: 	4.90248 loss align 0.0000
 epoch [0003 / 0050] [2309/4278] eta: 0 Days 15:42:36       lr: 	1.0000E-03 loss: 	4.83833 loss align 0.0000
 epoch [0003 / 0050] [2409/4278] eta: 0 Days 15:41:56       lr: 	1.0000E-03 loss: 	4.81672 loss align 0.0000
 epoch [0003 / 0050] [2509/4278] eta: 0 Days 15:41:14       lr: 	1.0000E-03 loss: 	4.77906 loss align 0.0000
 epoch [0003 / 0050] [2609/4278] eta: 0 Days 15:40:34       lr: 	1.0000E-03 loss: 	4.72761 loss align 0.0000
 epoch [0003 / 0050] [2709/4278] eta: 0 Days 15:39:54       lr: 	1.0000E-03 loss: 	4.69787 loss align 0.0000
 epoch [0003 / 0050] [2809/4278] eta: 0 Days 15:39:14       lr: 	1.0000E-03 loss: 	12.29374 loss align 0.0000
 epoch [0003 / 0050] [2909/4278] eta: 0 Days 15:38:35       lr: 	1.0000E-03 loss: 	16.67569 loss align 0.0000
 epoch [0003 / 0050] [3009/4278] eta: 0 Days 15:37:56       lr: 	1.0000E-03 loss: 	16.23748 loss align 0.0000
 epoch [0003 / 0050] [3109/4278] eta: 0 Days 15:37:15       lr: 	1.0000E-03 loss: 	15.88140 loss align 0.0000
 epoch [0003 / 0050] [3209/4278] eta: 0 Days 15:36:36       lr: 	1.0000E-03 loss: 	15.51818 loss align 0.0000
 epoch [0003 / 0050] [3309/4278] eta: 0 Days 15:35:56       lr: 	1.0000E-03 loss: 	15.18232 loss align 0.0000
 epoch [0003 / 0050] [3409/4278] eta: 0 Days 15:35:17       lr: 	1.0000E-03 loss: 	14.86406 loss align 0.0000
 epoch [0003 / 0050] [3509/4278] eta: 0 Days 15:34:37       lr: 	1.0000E-03 loss: 	14.54383 loss align 0.0000
 epoch [0003 / 0050] [3609/4278] eta: 0 Days 15:33:58       lr: 	1.0000E-03 loss: 	14.27312 loss align 0.0000
 epoch [0003 / 0050] [3709/4278] eta: 0 Days 15:33:19       lr: 	1.0000E-03 loss: 	32.26917 loss align 0.0000
 epoch [0003 / 0050] [3809/4278] eta: 0 Days 15:32:40       lr: 	1.0000E-03 loss: 	31.53029 loss align 0.0000
 epoch [0003 / 0050] [3909/4278] eta: 0 Days 15:32:3        lr: 	1.0000E-03 loss: 	30.82431 loss align 0.0000
 epoch [0003 / 0050] [4009/4278] eta: 0 Days 15:31:25       lr: 	1.0000E-03 loss: 	30.15907 loss align 0.0000
 epoch [0003 / 0050] [4109/4278] eta: 0 Days 15:30:45       lr: 	1.0000E-03 loss: 	29.52647 loss align 0.0000
 epoch [0003 / 0050] [4209/4278] eta: 0 Days 15:30:1        lr: 	1.0000E-03 loss: 	28.91829 loss align 0.0000
4
starting val epoch 4
val [0004 / 0050] validation loss: 	9.21641
checkpoint
starting train epoch 4
 epoch [0004 / 0050] [0009/4278] eta: 0 Days 15:39:24       lr: 	1.0000E-03 loss: 	5.17635 loss align 0.0000
 epoch [0004 / 0050] [0109/4278] eta: 0 Days 15:38:40       lr: 	1.0000E-03 loss: 	3.38514 loss align 0.0000
 epoch [0004 / 0050] [0209/4278] eta: 0 Days 15:37:58       lr: 	1.0000E-03 loss: 	4.31332 loss align 0.0000
 epoch [0004 / 0050] [0309/4278] eta: 0 Days 15:37:15       lr: 	1.0000E-03 loss: 	4.28334 loss align 0.0000
 epoch [0004 / 0050] [0409/4278] eta: 0 Days 15:36:34       lr: 	1.0000E-03 loss: 	4.25769 loss align 0.0000
 epoch [0004 / 0050] [0509/4278] eta: 0 Days 15:35:53       lr: 	1.0000E-03 loss: 	4.14129 loss align 0.0000
 epoch [0004 / 0050] [0609/4278] eta: 0 Days 15:35:12       lr: 	1.0000E-03 loss: 	380.55557 loss align 0.0000
 epoch [0004 / 0050] [0709/4278] eta: 0 Days 15:34:31       lr: 	1.0000E-03 loss: 	327.54500 loss align 0.0000
 epoch [0004 / 0050] [0809/4278] eta: 0 Days 15:33:48       lr: 	1.0000E-03 loss: 	287.53011 loss align 0.0000
 epoch [0004 / 0050] [0909/4278] eta: 0 Days 15:33:8        lr: 	1.0000E-03 loss: 	256.47713 loss align 0.0000
 epoch [0004 / 0050] [1009/4278] eta: 0 Days 15:32:27       lr: 	1.0000E-03 loss: 	231.49377 loss align 0.0000
 epoch [0004 / 0050] [1109/4278] eta: 0 Days 15:31:47       lr: 	1.0000E-03 loss: 	210.99311 loss align 0.0000
 epoch [0004 / 0050] [1209/4278] eta: 0 Days 15:31:7        lr: 	1.0000E-03 loss: 	193.88815 loss align 0.0000
