Some weights of the model checkpoint at allenai/longformer-base-4096 were not used when initializing LongformerModel: ['lm_head.dense.weight', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.decoder.weight', 'lm_head.bias', 'lm_head.layer_norm.bias']
- This IS expected if you are initializing LongformerModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing LongformerModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at emilyalsentzer/Bio_ClinicalBERT were not used when initializing BertModel: ['cls.predictions.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.seq_relationship.weight', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
ehr loaded
cxr loaded
==> training
running for fusion_type fused_ehr
0
starting val epoch 0
val [0000 / 0050] validation loss: 	4.29150
checkpoint
starting train epoch 0
 epoch [0000 / 0050] [0009/4485] eta: 11 Days 23:7:9        lr: 	1.0000E-03 loss: 	122.53290 loss align 0.0000
 epoch [0000 / 0050] [3409/4485] eta: 0 Days 8:33:26        lr: 	1.0000E-03 loss: 	7.13054 loss align 0.0000
 epoch [0000 / 0050] [3509/4485] eta: 0 Days 8:31:37        lr: 	1.0000E-03 loss: 	7.04941 loss align 0.0000
 epoch [0000 / 0050] [3609/4485] eta: 0 Days 8:29:54        lr: 	1.0000E-03 loss: 	7.27684 loss align 0.0000
 epoch [0000 / 0050] [3709/4485] eta: 0 Days 8:28:16        lr: 	1.0000E-03 loss: 	7.15292 loss align 0.0000
 epoch [0000 / 0050] [3809/4485] eta: 0 Days 8:26:42        lr: 	1.0000E-03 loss: 	7.04010 loss align 0.0000
 epoch [0000 / 0050] [3909/4485] eta: 0 Days 8:25:13        lr: 	1.0000E-03 loss: 	6.92076 loss align 0.0000
 epoch [0000 / 0050] [4009/4485] eta: 0 Days 8:23:47        lr: 	1.0000E-03 loss: 	6.83130 loss align 0.0000
 epoch [0000 / 0050] [4109/4485] eta: 0 Days 8:22:25        lr: 	1.0000E-03 loss: 	6.71303 loss align 0.0000
 epoch [0000 / 0050] [4209/4485] eta: 0 Days 8:21:6         lr: 	1.0000E-03 loss: 	6.62227 loss align 0.0000
 epoch [0000 / 0050] [4309/4485] eta: 0 Days 8:19:55        lr: 	1.0000E-03 loss: 	6.52670 loss align 0.0000
 epoch [0000 / 0050] [4409/4485] eta: 0 Days 8:18:41        lr: 	1.0000E-03 loss: 	6.45479 loss align 0.0000
1
starting val epoch 1
val [0001 / 0050] validation loss: 	3.37934
starting train epoch 1
 epoch [0001 / 0050] [0009/4485] eta: 0 Days 8:41:11        lr: 	1.0000E-03 loss: 	6.74018 loss align 0.0000
 epoch [0001 / 0050] [0109/4485] eta: 0 Days 8:39:43        lr: 	1.0000E-03 loss: 	2.61767 loss align 0.0000
 epoch [0001 / 0050] [0209/4485] eta: 0 Days 8:38:20        lr: 	1.0000E-03 loss: 	2.44185 loss align 0.0000
 epoch [0001 / 0050] [0309/4485] eta: 0 Days 8:37:2         lr: 	1.0000E-03 loss: 	2.49289 loss align 0.0000
 epoch [0001 / 0050] [0409/4485] eta: 0 Days 8:35:47        lr: 	1.0000E-03 loss: 	2.48028 loss align 0.0000
 epoch [0001 / 0050] [0509/4485] eta: 0 Days 8:34:37        lr: 	1.0000E-03 loss: 	2.84074 loss align 0.0000
 epoch [0001 / 0050] [0609/4485] eta: 0 Days 8:33:27        lr: 	1.0000E-03 loss: 	2.83427 loss align 0.0000
 epoch [0001 / 0050] [0709/4485] eta: 0 Days 8:32:20        lr: 	1.0000E-03 loss: 	2.75287 loss align 0.0000
 epoch [0001 / 0050] [0809/4485] eta: 0 Days 8:31:15        lr: 	1.0000E-03 loss: 	2.70649 loss align 0.0000
 epoch [0001 / 0050] [0909/4485] eta: 0 Days 8:30:11        lr: 	1.0000E-03 loss: 	2.68181 loss align 0.0000
 epoch [0001 / 0050] [1009/4485] eta: 0 Days 8:29:10        lr: 	1.0000E-03 loss: 	2.63874 loss align 0.0000
 epoch [0001 / 0050] [1109/4485] eta: 0 Days 8:28:11        lr: 	1.0000E-03 loss: 	2.64904 loss align 0.0000
 epoch [0001 / 0050] [1209/4485] eta: 0 Days 8:27:13        lr: 	1.0000E-03 loss: 	2.61983 loss align 0.0000
 epoch [0001 / 0050] [1309/4485] eta: 0 Days 8:26:17        lr: 	1.0000E-03 loss: 	2.56996 loss align 0.0000
 epoch [0001 / 0050] [1409/4485] eta: 0 Days 8:25:26        lr: 	1.0000E-03 loss: 	2.52137 loss align 0.0000
 epoch [0001 / 0050] [1509/4485] eta: 0 Days 8:24:33        lr: 	1.0000E-03 loss: 	2.52934 loss align 0.0000
 epoch [0001 / 0050] [1609/4485] eta: 0 Days 8:23:41        lr: 	1.0000E-03 loss: 	2.50415 loss align 0.0000
 epoch [0001 / 0050] [1709/4485] eta: 0 Days 8:22:50        lr: 	1.0000E-03 loss: 	2.49239 loss align 0.0000
 epoch [0001 / 0050] [1809/4485] eta: 0 Days 8:22:1         lr: 	1.0000E-03 loss: 	2.49190 loss align 0.0000
 epoch [0001 / 0050] [1909/4485] eta: 0 Days 8:21:13        lr: 	1.0000E-03 loss: 	2.48604 loss align 0.0000
 epoch [0001 / 0050] [2009/4485] eta: 0 Days 8:20:26        lr: 	1.0000E-03 loss: 	2.47437 loss align 0.0000
 epoch [0001 / 0050] [2109/4485] eta: 0 Days 8:19:39        lr: 	1.0000E-03 loss: 	2.50674 loss align 0.0000
 epoch [0001 / 0050] [2209/4485] eta: 0 Days 8:18:54        lr: 	1.0000E-03 loss: 	2.48473 loss align 0.0000
 epoch [0001 / 0050] [2309/4485] eta: 0 Days 8:18:10        lr: 	1.0000E-03 loss: 	2.47188 loss align 0.0000
 epoch [0001 / 0050] [2409/4485] eta: 0 Days 8:17:30        lr: 	1.0000E-03 loss: 	2.46452 loss align 0.0000
 epoch [0001 / 0050] [2509/4485] eta: 0 Days 8:16:48        lr: 	1.0000E-03 loss: 	2.53654 loss align 0.0000
 epoch [0001 / 0050] [2609/4485] eta: 0 Days 8:16:7         lr: 	1.0000E-03 loss: 	2.51912 loss align 0.0000
 epoch [0001 / 0050] [2709/4485] eta: 0 Days 8:15:27        lr: 	1.0000E-03 loss: 	36.72970 loss align 0.0000
 epoch [0001 / 0050] [2809/4485] eta: 0 Days 8:14:48        lr: 	1.0000E-03 loss: 	35.66840 loss align 0.0000
 epoch [0001 / 0050] [2909/4485] eta: 0 Days 8:14:9         lr: 	1.0000E-03 loss: 	34.55820 loss align 0.0000
 epoch [0001 / 0050] [3009/4485] eta: 0 Days 8:13:31        lr: 	1.0000E-03 loss: 	33.49672 loss align 0.0000
 epoch [0001 / 0050] [3109/4485] eta: 0 Days 8:12:53        lr: 	1.0000E-03 loss: 	32.50386 loss align 0.0000
 epoch [0001 / 0050] [3209/4485] eta: 0 Days 8:12:16        lr: 	1.0000E-03 loss: 	31.56587 loss align 0.0000
 epoch [0001 / 0050] [3309/4485] eta: 0 Days 8:11:42        lr: 	1.0000E-03 loss: 	30.79297 loss align 0.0000
 epoch [0001 / 0050] [3409/4485] eta: 0 Days 8:11:6         lr: 	1.0000E-03 loss: 	29.96842 loss align 0.0000
 epoch [0001 / 0050] [3509/4485] eta: 0 Days 8:10:31        lr: 	1.0000E-03 loss: 	62.55679 loss align 0.0000
 epoch [0001 / 0050] [3609/4485] eta: 0 Days 8:9:56         lr: 	1.0000E-03 loss: 	60.88230 loss align 0.0000
 epoch [0001 / 0050] [3709/4485] eta: 0 Days 8:9:21         lr: 	1.0000E-03 loss: 	59.29714 loss align 0.0000
 epoch [0001 / 0050] [3809/4485] eta: 0 Days 8:8:47         lr: 	1.0000E-03 loss: 	57.81375 loss align 0.0000
 epoch [0001 / 0050] [3909/4485] eta: 0 Days 8:8:13         lr: 	1.0000E-03 loss: 	57.15046 loss align 0.0000
 epoch [0001 / 0050] [4009/4485] eta: 0 Days 8:7:39         lr: 	1.0000E-03 loss: 	55.77340 loss align 0.0000
 epoch [0001 / 0050] [4109/4485] eta: 0 Days 8:7:7          lr: 	1.0000E-03 loss: 	54.46216 loss align 0.0000
 epoch [0001 / 0050] [4209/4485] eta: 0 Days 8:6:36         lr: 	1.0000E-03 loss: 	53.22554 loss align 0.0000
 epoch [0001 / 0050] [4309/4485] eta: 0 Days 8:6:5          lr: 	1.0000E-03 loss: 	52.04155 loss align 0.0000
 epoch [0001 / 0050] [4409/4485] eta: 0 Days 8:5:34         lr: 	1.0000E-03 loss: 	50.91269 loss align 0.0000
2
starting val epoch 2
val [0002 / 0050] validation loss: 	2.01530
starting train epoch 2
 epoch [0002 / 0050] [0009/4485] eta: 0 Days 8:16:44        lr: 	1.0000E-03 loss: 	1.65400 loss align 0.0000
 epoch [0002 / 0050] [0109/4485] eta: 0 Days 8:16:4         lr: 	1.0000E-03 loss: 	2.94350 loss align 0.0000
 epoch [0002 / 0050] [0209/4485] eta: 0 Days 8:15:25        lr: 	1.0000E-03 loss: 	2.51674 loss align 0.0000
 epoch [0002 / 0050] [0309/4485] eta: 0 Days 8:14:48        lr: 	1.0000E-03 loss: 	2.47469 loss align 0.0000
 epoch [0002 / 0050] [0409/4485] eta: 0 Days 8:14:11        lr: 	1.0000E-03 loss: 	2.40434 loss align 0.0000
 epoch [0002 / 0050] [0509/4485] eta: 0 Days 8:13:37        lr: 	1.0000E-03 loss: 	7.56912 loss align 0.0000
 epoch [0002 / 0050] [0609/4485] eta: 0 Days 8:13:1         lr: 	1.0000E-03 loss: 	6.64070 loss align 0.0000
 epoch [0002 / 0050] [0709/4485] eta: 0 Days 8:12:26        lr: 	1.0000E-03 loss: 	6.04979 loss align 0.0000
 epoch [0002 / 0050] [0809/4485] eta: 0 Days 8:11:52        lr: 	1.0000E-03 loss: 	5.57267 loss align 0.0000
 epoch [0002 / 0050] [0909/4485] eta: 0 Days 8:11:17        lr: 	1.0000E-03 loss: 	5.39023 loss align 0.0000
 epoch [0002 / 0050] [1009/4485] eta: 0 Days 8:10:44        lr: 	1.0000E-03 loss: 	5.10911 loss align 0.0000
 epoch [0002 / 0050] [1109/4485] eta: 0 Days 8:10:11        lr: 	1.0000E-03 loss: 	4.87957 loss align 0.0000
 epoch [0002 / 0050] [1209/4485] eta: 0 Days 8:9:38         lr: 	1.0000E-03 loss: 	4.62553 loss align 0.0000
 epoch [0002 / 0050] [1309/4485] eta: 0 Days 8:9:6          lr: 	1.0000E-03 loss: 	4.45097 loss align 0.0000
 epoch [0002 / 0050] [1409/4485] eta: 0 Days 8:8:36         lr: 	1.0000E-03 loss: 	4.37485 loss align 0.0000
 epoch [0002 / 0050] [1509/4485] eta: 0 Days 8:8:4          lr: 	1.0000E-03 loss: 	4.20863 loss align 0.0000
 epoch [0002 / 0050] [1609/4485] eta: 0 Days 8:7:33         lr: 	1.0000E-03 loss: 	4.09719 loss align 0.0000
 epoch [0002 / 0050] [1709/4485] eta: 0 Days 8:7:2          lr: 	1.0000E-03 loss: 	3.96639 loss align 0.0000
 epoch [0002 / 0050] [1809/4485] eta: 0 Days 8:6:32         lr: 	1.0000E-03 loss: 	3.88309 loss align 0.0000
 epoch [0002 / 0050] [1909/4485] eta: 0 Days 8:6:2          lr: 	1.0000E-03 loss: 	3.83185 loss align 0.0000
 epoch [0002 / 0050] [2009/4485] eta: 0 Days 8:5:33         lr: 	1.0000E-03 loss: 	3.73153 loss align 0.0000
 epoch [0002 / 0050] [2109/4485] eta: 0 Days 8:5:3          lr: 	1.0000E-03 loss: 	3.70465 loss align 0.0000
 epoch [0002 / 0050] [2209/4485] eta: 0 Days 8:4:34         lr: 	1.0000E-03 loss: 	3.62061 loss align 0.0000
 epoch [0002 / 0050] [2309/4485] eta: 0 Days 8:4:7          lr: 	1.0000E-03 loss: 	3.57240 loss align 0.0000
 epoch [0002 / 0050] [2409/4485] eta: 0 Days 8:3:38         lr: 	1.0000E-03 loss: 	3.51130 loss align 0.0000
 epoch [0002 / 0050] [2509/4485] eta: 0 Days 8:3:10         lr: 	1.0000E-03 loss: 	3.47037 loss align 0.0000
 epoch [0002 / 0050] [2609/4485] eta: 0 Days 8:2:42         lr: 	1.0000E-03 loss: 	3.40848 loss align 0.0000
 epoch [0002 / 0050] [2709/4485] eta: 0 Days 8:2:14         lr: 	1.0000E-03 loss: 	3.34541 loss align 0.0000
 epoch [0002 / 0050] [2809/4485] eta: 0 Days 8:1:45         lr: 	1.0000E-03 loss: 	3.29057 loss align 0.0000
 epoch [0002 / 0050] [2909/4485] eta: 0 Days 8:1:15         lr: 	1.0000E-03 loss: 	3.26151 loss align 0.0000
 epoch [0002 / 0050] [3009/4485] eta: 0 Days 8:0:44         lr: 	1.0000E-03 loss: 	3.23031 loss align 0.0000
 epoch [0002 / 0050] [3109/4485] eta: 0 Days 8:0:15         lr: 	1.0000E-03 loss: 	3.19195 loss align 0.0000
 epoch [0002 / 0050] [3209/4485] eta: 0 Days 7:59:45        lr: 	1.0000E-03 loss: 	3.20609 loss align 0.0000
 epoch [0002 / 0050] [3309/4485] eta: 0 Days 7:59:17        lr: 	1.0000E-03 loss: 	3.17190 loss align 0.0000
 epoch [0002 / 0050] [3409/4485] eta: 0 Days 7:58:48        lr: 	1.0000E-03 loss: 	3.15246 loss align 0.0000
 epoch [0002 / 0050] [3509/4485] eta: 0 Days 7:58:19        lr: 	1.0000E-03 loss: 	3.12168 loss align 0.0000
 epoch [0002 / 0050] [3609/4485] eta: 0 Days 7:57:51        lr: 	1.0000E-03 loss: 	1216.74855 loss align 0.0000
 epoch [0002 / 0050] [3709/4485] eta: 0 Days 7:57:22        lr: 	1.0000E-03 loss: 	1203.54155 loss align 0.0000
 epoch [0002 / 0050] [3809/4485] eta: 0 Days 7:56:54        lr: 	1.0000E-03 loss: 	1171.99208 loss align 0.0000
 epoch [0002 / 0050] [3909/4485] eta: 0 Days 7:56:26        lr: 	1.0000E-03 loss: 	1142.07504 loss align 0.0000
 epoch [0002 / 0050] [4009/4485] eta: 0 Days 7:55:59        lr: 	1.0000E-03 loss: 	1117.32304 loss align 0.0000
 epoch [0002 / 0050] [4109/4485] eta: 0 Days 7:55:31        lr: 	1.0000E-03 loss: 	1090.40451 loss align 0.0000
 epoch [0002 / 0050] [4209/4485] eta: 0 Days 7:55:6         lr: 	1.0000E-03 loss: 	1064.55063 loss align 0.0000
 epoch [0002 / 0050] [4309/4485] eta: 0 Days 7:54:39        lr: 	1.0000E-03 loss: 	1039.89115 loss align 0.0000
 epoch [0002 / 0050] [4409/4485] eta: 0 Days 7:54:12        lr: 	1.0000E-03 loss: 	1016.37067 loss align 0.0000
3
starting val epoch 3
val [0003 / 0050] validation loss: 	1.62150
starting train epoch 3
 epoch [0003 / 0050] [0009/4485] eta: 0 Days 8:1:19         lr: 	1.0000E-03 loss: 	2.23139 loss align 0.0000
 epoch [0003 / 0050] [0109/4485] eta: 0 Days 8:0:49         lr: 	1.0000E-03 loss: 	2.56978 loss align 0.0000
 epoch [0003 / 0050] [0209/4485] eta: 0 Days 8:0:20         lr: 	1.0000E-03 loss: 	2.73736 loss align 0.0000
 epoch [0003 / 0050] [0309/4485] eta: 0 Days 7:59:51        lr: 	1.0000E-03 loss: 	2.55216 loss align 0.0000
 epoch [0003 / 0050] [0409/4485] eta: 0 Days 7:59:23        lr: 	1.0000E-03 loss: 	2.50906 loss align 0.0000
 epoch [0003 / 0050] [0509/4485] eta: 0 Days 7:58:55        lr: 	1.0000E-03 loss: 	2.42895 loss align 0.0000
 epoch [0003 / 0050] [0609/4485] eta: 0 Days 7:58:27        lr: 	1.0000E-03 loss: 	2.43227 loss align 0.0000
 epoch [0003 / 0050] [0709/4485] eta: 0 Days 7:58:0         lr: 	1.0000E-03 loss: 	2.39585 loss align 0.0000
 epoch [0003 / 0050] [0809/4485] eta: 0 Days 7:57:33        lr: 	1.0000E-03 loss: 	2.33016 loss align 0.0000
 epoch [0003 / 0050] [0909/4485] eta: 0 Days 7:57:6         lr: 	1.0000E-03 loss: 	2.42911 loss align 0.0000
 epoch [0003 / 0050] [1009/4485] eta: 0 Days 7:56:39        lr: 	1.0000E-03 loss: 	2.37241 loss align 0.0000
 epoch [0003 / 0050] [1109/4485] eta: 0 Days 7:56:13        lr: 	1.0000E-03 loss: 	2.32728 loss align 0.0000
 epoch [0003 / 0050] [1209/4485] eta: 0 Days 7:55:46        lr: 	1.0000E-03 loss: 	2.32284 loss align 0.0000
 epoch [0003 / 0050] [1309/4485] eta: 0 Days 7:55:20        lr: 	1.0000E-03 loss: 	2.30595 loss align 0.0000
 epoch [0003 / 0050] [1409/4485] eta: 0 Days 7:54:55        lr: 	1.0000E-03 loss: 	2.30766 loss align 0.0000
 epoch [0003 / 0050] [1509/4485] eta: 0 Days 7:54:29        lr: 	1.0000E-03 loss: 	2.27032 loss align 0.0000
 epoch [0003 / 0050] [1609/4485] eta: 0 Days 7:54:4         lr: 	1.0000E-03 loss: 	2.26993 loss align 0.0000
 epoch [0003 / 0050] [1709/4485] eta: 0 Days 7:53:39        lr: 	1.0000E-03 loss: 	2.29949 loss align 0.0000
 epoch [0003 / 0050] [1809/4485] eta: 0 Days 7:53:14        lr: 	1.0000E-03 loss: 	2.27290 loss align 0.0000
 epoch [0003 / 0050] [1909/4485] eta: 0 Days 7:52:49        lr: 	1.0000E-03 loss: 	2.28177 loss align 0.0000
 epoch [0003 / 0050] [2009/4485] eta: 0 Days 7:52:24        lr: 	1.0000E-03 loss: 	2.29911 loss align 0.0000
 epoch [0003 / 0050] [2109/4485] eta: 0 Days 7:52:0         lr: 	1.0000E-03 loss: 	2.41705 loss align 0.0000
 epoch [0003 / 0050] [2209/4485] eta: 0 Days 7:51:35        lr: 	1.0000E-03 loss: 	2.40527 loss align 0.0000
 epoch [0003 / 0050] [2309/4485] eta: 0 Days 7:51:12        lr: 	1.0000E-03 loss: 	2.40347 loss align 0.0000
 epoch [0003 / 0050] [2409/4485] eta: 0 Days 7:50:48        lr: 	1.0000E-03 loss: 	5.41133 loss align 0.0000
 epoch [0003 / 0050] [2509/4485] eta: 0 Days 7:50:24        lr: 	1.0000E-03 loss: 	5.26937 loss align 0.0000
 epoch [0003 / 0050] [2609/4485] eta: 0 Days 7:50:0         lr: 	1.0000E-03 loss: 	5.15995 loss align 0.0000
 epoch [0003 / 0050] [2709/4485] eta: 0 Days 7:49:36        lr: 	1.0000E-03 loss: 	5.04381 loss align 0.0000
 epoch [0003 / 0050] [2809/4485] eta: 0 Days 7:49:12        lr: 	1.0000E-03 loss: 	4.95130 loss align 0.0000
 epoch [0003 / 0050] [2909/4485] eta: 0 Days 7:48:49        lr: 	1.0000E-03 loss: 	4.85369 loss align 0.0000
 epoch [0003 / 0050] [3009/4485] eta: 0 Days 7:48:25        lr: 	1.0000E-03 loss: 	4.75455 loss align 0.0000
 epoch [0003 / 0050] [3109/4485] eta: 0 Days 7:48:2         lr: 	1.0000E-03 loss: 	4.66864 loss align 0.0000
 epoch [0003 / 0050] [3209/4485] eta: 0 Days 7:47:39        lr: 	1.0000E-03 loss: 	4.58133 loss align 0.0000
 epoch [0003 / 0050] [3309/4485] eta: 0 Days 7:47:16        lr: 	1.0000E-03 loss: 	4.53992 loss align 0.0000
 epoch [0003 / 0050] [3409/4485] eta: 0 Days 7:46:54        lr: 	1.0000E-03 loss: 	4.46225 loss align 0.0000
 epoch [0003 / 0050] [3509/4485] eta: 0 Days 7:46:31        lr: 	1.0000E-03 loss: 	4.40381 loss align 0.0000
 epoch [0003 / 0050] [3609/4485] eta: 0 Days 7:46:8         lr: 	1.0000E-03 loss: 	4.37105 loss align 0.0000
 epoch [0003 / 0050] [3709/4485] eta: 0 Days 7:45:46        lr: 	1.0000E-03 loss: 	4.30620 loss align 0.0000
 epoch [0003 / 0050] [3809/4485] eta: 0 Days 7:45:23        lr: 	1.0000E-03 loss: 	4.24748 loss align 0.0000
 epoch [0003 / 0050] [3909/4485] eta: 0 Days 7:45:1         lr: 	1.0000E-03 loss: 	4.19432 loss align 0.0000
 epoch [0003 / 0050] [4009/4485] eta: 0 Days 7:44:39        lr: 	1.0000E-03 loss: 	4.15413 loss align 0.0000
 epoch [0003 / 0050] [4109/4485] eta: 0 Days 7:44:17        lr: 	1.0000E-03 loss: 	4.10506 loss align 0.0000
 epoch [0003 / 0050] [4209/4485] eta: 0 Days 7:43:55        lr: 	1.0000E-03 loss: 	4.06426 loss align 0.0000
 epoch [0003 / 0050] [4309/4485] eta: 0 Days 7:43:33        lr: 	1.0000E-03 loss: 	4.02213 loss align 0.0000
 epoch [0003 / 0050] [4409/4485] eta: 0 Days 7:43:12        lr: 	1.0000E-03 loss: 	3.97324 loss align 0.0000
4
starting val epoch 4
val [0004 / 0050] validation loss: 	1.58309
checkpoint
starting train epoch 4
 epoch [0004 / 0050] [0009/4485] eta: 0 Days 7:48:51        lr: 	1.0000E-03 loss: 	1.14664 loss align 0.0000
 epoch [0004 / 0050] [0109/4485] eta: 0 Days 7:48:27        lr: 	1.0000E-03 loss: 	1.97103 loss align 0.0000
 epoch [0004 / 0050] [0209/4485] eta: 0 Days 7:48:2         lr: 	1.0000E-03 loss: 	1.81722 loss align 0.0000
 epoch [0004 / 0050] [0309/4485] eta: 0 Days 7:47:38        lr: 	1.0000E-03 loss: 	17628.95555 loss align 0.0000
 epoch [0004 / 0050] [0409/4485] eta: 0 Days 7:47:15        lr: 	1.0000E-03 loss: 	13319.35264 loss align 0.0000
